BirdID,Sex,Age,BreedStage,TrackID,DateGMT,TimeGMT,Latitude,Longitude
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,13:42:55,-6.537481,72.682693
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,13:48:02,-6.56514,72.667801
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,13:53:08,-6.592685,72.652824
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,13:58:15,-6.61698,72.630013
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,14:03:27,-6.642712,72.605812
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,14:08:34,-6.671361,72.588669
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,14:13:41,-6.700912,72.572174
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,14:18:49,-6.728943,72.550468
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,14:23:57,-6.757129,72.533722
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,14:29:04,-6.786419,72.52018
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,14:34:11,-6.816219,72.508049
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,14:39:18,-6.84509,72.495773
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,14:44:25,-6.872718,72.481102
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,14:49:32,-6.900945,72.467606
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,14:54:40,-6.929763,72.457558
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,14:59:49,-6.958096,72.448944
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,15:04:56,-6.986199,72.439873
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,15:10:00,-7.011625,72.435432
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,15:15:04,-7.037372,72.428284
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,15:20:33,-7.064721,72.42215
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,15:25:39,-7.090437,72.415237
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,15:30:42,-7.115434,72.415565
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,15:35:46,-7.141078,72.415977
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,15:40:50,-7.166552,72.415062
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,15:45:54,-7.191082,72.415375
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,15:50:58,-7.215651,72.415932
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,15:56:02,-7.232296,72.425064
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,16:01:08,-7.238085,72.434212
GV37503,unknown,Adult,Chick rearing,GV37503_1,2016-06-26,12:20:37,-7.232172,72.434921
GV37503,unknown,Adult,Chick rearing,GV37503_1,2016-06-26,12:25:24,-7.220685,72.436592
GV37503,unknown,Adult,Chick rearing,GV37503_1,2016-06-26,12:30:03,-7.206351,72.436722
GV37503,unknown,Adult,Chick rearing,GV37503_1,2016-06-26,12:34:38,-7.197329,72.436752
